,location,total_sqft,bath,price,bhk,encoded_loc
4587,others,1430.0,3.0,70.0,3,211
4588,Old Madras Road,1165.0,2.0,40.77,2,162
4589,others,1950.0,4.0,95.0,3,211
4590,Yelahanka New Town,2437.0,3.0,125.0,3,208
4591,Marathahalli,950.0,2.0,46.7,2,146
4592,others,1250.0,3.0,40.0,3,211
4593,Marathahalli,1550.0,3.0,85.0,3,146
4594,Hennur Road,1053.0,2.0,53.0,2,85
4595,Begur Road,1200.0,3.0,50.0,3,36
4596,Chikkabanavar,2400.0,4.0,97.0,5,52
4597,others,1245.0,1.0,60.0,2,211
4598,Thanisandra,1241.0,2.0,65.0,3,191
4599,others,1390.0,2.0,50.0,3,211
4600,Kanakpura Road,1100.0,2.0,52.97,3,115
4601,Sarjapur  Road,1691.0,3.0,93.01,3,177
4602,Chikka Tirupathi,2325.0,3.0,95.0,3,51
4603,Akshaya Nagar,1896.0,3.0,102.0,3,10
4604,Banashankari Stage V,1540.0,3.0,48.51,3,27
4605,Hormavu,1365.0,2.0,65.0,3,89
4606,Thanisandra,580.0,1.0,27.5,1,191
4607,8th Phase JP Nagar,1513.0,2.0,62.0,2,6
4608,Banashankari,1175.0,2.0,41.13,2,24
4609,Whitefield,1190.0,2.0,59.0,2,205
4610,Sarjapur  Road,1028.0,2.0,56.0,2,177
4611,Mahadevpura,1505.0,3.0,78.0,3,143
4612,Sarjapur,1175.0,2.0,41.68,2,176
4613,others,1100.0,2.0,57.6,2,211
4614,Devanahalli,1230.0,2.0,56.45,2,58
4615,others,3100.0,6.0,165.0,5,211
4616,others,1340.0,2.0,71.0,2,211
4617,Banashankari,1750.0,2.0,89.0,3,24
4618,Nagarbhavi,1350.0,3.0,60.0,3,154
4619,others,1675.0,3.0,62.0,3,211
4620,Thanisandra,1340.0,2.0,66.33,2,191
4621,Ramagondanahalli,1738.0,2.0,76.0,3,171
4622,others,1190.0,2.0,59.9,2,211
4623,others,1250.0,2.0,55.0,2,211
4624,Kudlu,1084.0,2.0,53.0,2,134
4625,Kaggadasapura,2150.0,4.0,90.0,4,106
4626,Hosur Road,1250.0,2.0,65.0,2,93
4627,Begur,1304.0,3.0,65.0,3,35
4628,others,1275.0,2.0,49.5,2,211
4629,Anekal,2400.0,4.0,95.0,3,15
4630,Kanakpura Road,1450.0,2.0,70.18,3,115
4631,Electronic City,890.0,2.0,40.0,2,65
4632,Kengeri,750.0,2.0,40.0,2,123
4633,Akshaya Nagar,1300.0,2.0,66.0,2,10
4634,others,1900.0,2.0,92.0,3,211
4635,others,1250.0,3.0,40.0,3,211
4636,Uttarahalli,1107.0,2.0,45.0,2,197
4637,Electronics City Phase 1,1300.0,2.0,67.0,2,67
4638,others,1715.0,3.0,95.0,3,211
4639,Uttarahalli,1200.0,2.0,55.0,2,197
4640,Kanakpura Road,525.0,1.0,26.01,1,115
4641,others,1400.0,2.0,56.0,3,211
4642,Balagere,661.0,1.0,33.0,1,23
4643,Yelahanka,1705.0,3.0,91.0,3,207
4644,Kadugodi,1430.0,2.0,55.0,3,105
4645,Marathahalli,1240.0,2.0,55.0,2,146
4646,Uttarahalli,1330.0,2.0,46.45,3,197
4647,Kudlu,1300.0,2.0,56.0,2,134
4648,Whitefield,1216.0,2.0,66.88,2,205
4649,Jigani,1252.0,3.0,59.0,3,101
4650,Hormavu,1196.0,2.0,44.8,2,89
4651,others,1270.0,2.0,57.15,3,211
4652,Mico Layout,1171.0,2.0,39.0,2,148
4653,Kothannur,1215.0,2.0,48.6,3,132
4654,others,600.0,1.0,20.0,1,211
4655,Electronic City Phase II,1160.0,2.0,33.51,2,66
4656,Banaswadi,1008.0,2.0,52.0,2,29
4657,JP Nagar,1590.0,2.0,85.0,3,97
4658,Hosakerehalli,1795.0,3.0,64.62,3,91
4659,Gottigere,3000.0,3.0,132.0,4,72
4660,Electronic City,825.0,2.0,35.0,2,65
4661,others,1820.0,3.0,79.5,3,211
4662,Horamavu Agara,1623.0,3.0,89.0,3,87
4663,Electronic City,1200.0,2.0,40.5,2,65
4664,Gottigere,1613.0,3.0,72.0,3,72
4665,Sarjapur  Road,1181.0,2.0,65.0,3,177
4666,others,1050.0,2.0,36.0,2,211
4667,others,1500.0,3.0,56.0,3,211
4668,Whitefield,1530.0,3.0,73.0,3,205
4669,Sarjapur,1575.0,3.0,55.0,3,176
4670,Raja Rajeshwari Nagar,945.0,2.0,45.0,2,169
4671,Electronic City Phase II,1220.0,3.0,35.25,3,66
4672,Whitefield,1160.0,2.0,39.0,2,205
4673,others,1950.0,2.0,89.5,3,211
4674,Abbigere,795.0,1.0,32.6,2,9
4675,others,1263.0,2.0,51.5,2,211
4676,Hennur,1345.0,2.0,69.0,3,84
4677,others,4400.0,5.0,240.0,5,211
4678,Electronic City,1360.0,2.0,58.0,3,65
4679,others,1050.0,2.0,38.0,2,211
4680,Uttarahalli,1460.0,3.0,76.0,3,197
4681,Bisuvanahalli,1075.0,2.0,44.0,3,42
4682,others,2000.0,3.0,100.0,3,211
4683,Akshaya Nagar,1225.0,2.0,68.0,2,10
4684,others,1220.0,2.0,56.0,2,211
4685,Yelahanka,870.0,2.0,27.0,2,207
4686,Yeshwanthpur,1167.0,2.0,64.08,2,210
4687,others,1000.0,2.0,50.0,2,211
4688,Kundalahalli,1260.0,2.0,58.0,2,137
4689,Jigani,939.0,2.0,39.0,2,101
4690,8th Phase JP Nagar,1298.0,2.0,59.0,2,6
4691,Subramanyapura,1000.0,2.0,45.0,2,187
4692,Ramagondanahalli,3350.0,3.0,150.0,3,171
4693,Akshaya Nagar,1179.0,2.0,51.0,2,10
4694,Hulimavu,1942.5,2.0,60.48,2,94
4695,Jalahalli East,1010.0,2.0,52.0,2,100
4696,Hennur Road,1195.0,2.0,59.0,2,85
4697,Sarjapura - Attibele Road,1090.0,2.0,37.0,2,178
4698,Harlur,1710.0,3.0,85.0,3,80
4699,Uttarahalli,1500.0,3.0,68.0,3,197
4700,Kodichikkanahalli,1310.0,2.0,53.0,3,126
4701,Dommasandra,674.0,1.0,19.9,2,63
4702,Hoodi,1350.0,3.0,70.0,3,86
4703,Electronic City,1400.0,2.0,40.45,3,65
4704,Electronic City Phase II,1625.0,2.0,48.75,3,66
4705,Electronic City,1065.0,2.0,30.76,2,65
4706,CV Raman Nagar,1040.0,2.0,50.0,2,48
4707,others,1205.0,2.0,47.0,2,211
4708,others,1070.0,2.0,33.43,2,211
4709,others,1070.0,2.0,52.0,2,211
4710,Kalena Agrahara,980.0,2.0,35.0,2,109
4711,8th Phase JP Nagar,1006.0,2.0,44.0,2,6
4712,Mico Layout,1200.0,2.0,53.5,2,148
4713,Whitefield,1150.0,2.0,40.21,2,205
4714,others,1750.0,3.0,58.0,3,211
4715,others,1537.0,3.0,81.0,3,211
4716,others,1050.0,2.0,45.0,2,211
4717,Kanakpura Road,1452.0,3.0,55.6,3,115
4718,Yelahanka,1890.0,4.0,85.0,3,207
4719,Electronic City Phase II,972.0,2.0,40.0,2,66
4720,Electronic City,630.0,1.0,33.7,1,65
4721,others,1255.0,2.0,60.0,3,211
4722,Kanakpura Road,1938.0,3.0,92.69,3,115
4723,Sarjapur  Road,691.0,1.0,31.1,1,177
4724,9th Phase JP Nagar,1571.0,3.0,65.0,3,7
4725,Garudachar Palya,1060.0,2.0,48.66,2,70
4726,Bannerghatta Road,1520.0,2.0,81.0,3,32
4727,Kanakpura Road,2245.0,2.0,70.99,3,115
4728,others,1170.0,2.0,45.51,2,211
4729,OMBR Layout,1580.0,3.0,75.0,3,160
4730,Ardendale,1777.26,3.0,89.0,3,17
4731,Raja Rajeshwari Nagar,1303.0,2.0,55.78,2,169
4732,Kodichikkanahalli,1680.0,2.0,59.0,2,126
4733,Whitefield,1495.0,2.0,70.0,3,205
4734,others,1080.0,2.0,38.0,2,211
4735,Electronic City,1025.0,2.0,29.61,2,65
4736,Haralur Road,1225.0,2.0,67.48,2,79
4737,Balagere,656.0,1.0,34.77,1,23
4738,Sarjapur  Road,994.0,2.0,45.0,2,177
4739,Marathahalli,1156.0,2.0,52.0,2,146
4740,JP Nagar,1250.0,2.0,60.0,2,97
4741,Kumaraswami Layout,1310.0,2.0,70.0,3,136
4742,Jalahalli,917.5,1.0,27.565,1,99
4743,Kanakpura Road,1322.0,2.0,70.0,2,115
4744,Kothanur,1160.0,2.0,57.0,2,133
4745,5th Block Hbr Layout,1100.0,2.0,48.0,2,2
4746,Chikkalasandra,1090.0,2.0,47.42,2,53
4747,KR Puram,2000.0,2.0,75.0,2,103
4748,Sarjapur  Road,3913.0,5.0,176.0,4,177
4749,JP Nagar,1125.0,2.0,39.98,2,97
4750,Yelahanka,1847.0,3.0,92.0,3,207
4751,7th Phase JP Nagar,1515.0,2.0,76.0,3,5
4752,Yelahanka,2500.0,3.0,120.0,5,207
4753,Sarjapur  Road,1130.0,2.0,55.0,2,177
4754,Bellandur,1049.0,2.0,51.0,2,37
4755,Varthur Road,850.0,2.0,25.4,2,199
4756,Kalena Agrahara,800.0,2.0,40.0,2,109
4757,Magadi Road,1318.0,2.0,68.0,3,142
4758,others,1555.0,2.0,67.0,3,211
4759,Old Madras Road,935.0,2.0,32.0,2,162
4760,Singasandra,1510.0,3.0,75.0,3,183
4761,Uttarahalli,1120.0,2.0,50.0,2,197
4762,Talaghattapura,1175.0,2.0,62.0,2,190
4763,Bellandur,1350.0,2.0,63.0,3,37
4764,others,2180.0,4.0,115.0,4,211
4765,Hebbal,1072.0,2.0,45.0,2,81
4766,Murugeshpalya,1600.0,2.0,65.0,3,150
4767,Rayasandra,3600.0,5.0,145.0,5,173
4768,Doddathoguru,1208.0,3.0,45.0,3,62
4769,Thanisandra,1262.0,2.0,65.0,3,191
4770,others,1050.0,2.0,35.0,2,211
4771,Channasandra,1500.0,3.0,61.95,3,50
4772,others,1610.0,3.0,85.0,3,211
4773,Whitefield,1340.0,2.0,41.0,2,205
4774,others,3150.0,3.0,135.0,4,211
4775,Hosa Road,1170.0,2.0,65.0,2,90
4776,Channasandra,1800.0,3.0,60.0,3,50
4777,Banashankari Stage VI,1423.0,2.0,71.73,3,28
4778,Kaggadasapura,1106.0,2.0,40.0,2,106
4779,others,1255.0,2.0,56.7,2,211
4780,Babusapalaya,1061.0,2.0,38.95,2,22
4781,others,600.0,2.0,29.5,2,211
4782,Electronic City Phase II,1400.0,2.0,40.45,3,66
4783,Kengeri,633.0,1.0,18.0,2,123
4784,others,1334.0,2.0,55.43,2,211
4785,Hennur Road,2047.0,3.0,67.55,3,85
4786,Bellandur,1211.0,2.0,63.0,2,37
4787,Yeshwanthpur,1164.0,2.0,64.08,2,210
4788,others,1410.0,2.0,73.0,2,211
4789,others,1150.0,2.0,42.0,2,211
4790,others,1170.0,2.0,53.11,2,211
4791,Hennur,1420.0,2.0,62.0,2,84
4792,Panathur,1125.0,2.0,45.0,2,165
4793,NRI Layout,1789.0,3.0,75.0,3,153
4794,Kalena Agrahara,1222.0,2.0,48.0,2,109
4795,Yelachenahalli,1103.0,2.0,55.0,2,206
4796,others,1201.0,2.0,65.0,2,211
4797,Sarjapur  Road,970.0,2.0,36.0,2,177
4798,Sarjapur,920.0,2.0,33.0,2,176
4799,others,660.0,1.0,30.0,1,211
4800,Hoskote,945.0,2.0,35.0,2,92
4801,Harlur,4145.0,4.0,153.5,4,80
4802,Rachenahalli,1167.0,2.0,37.5,2,168
4803,Thanisandra,1234.0,2.0,51.0,2,191
4804,others,1050.0,2.0,40.0,2,211
4805,Ramagondanahalli,1251.0,2.0,46.0,2,171
4806,Yeshwanthpur,1677.0,3.0,92.13,3,210
4807,Sarjapur  Road,1346.0,2.0,67.38,2,177
4808,Electronic City Phase II,1090.0,2.0,31.48,2,66
4809,Kanakapura,1290.0,2.0,51.1,3,114
4810,Garudachar Palya,1150.0,2.0,52.0,2,70
4811,Ramamurthy Nagar,1050.0,2.0,51.66,2,172
4812,Nagavarapalya,1134.0,2.0,55.0,2,157
4813,Hebbal,1100.0,2.0,60.0,2,81
4814,others,1080.0,2.0,37.8,2,211
4815,others,1200.0,2.0,35.0,3,211
4816,Anandapura,1200.0,2.0,50.0,2,13
4817,Battarahalli,1090.0,2.0,38.37,2,34
4818,Electronic City,1287.0,3.0,55.0,3,65
4819,Sarjapur  Road,1045.0,2.0,42.15,2,177
4820,Hormavu,1263.0,2.0,47.36,2,89
4821,Dommasandra,999.0,2.0,32.9,2,63
4822,others,1535.0,3.0,72.0,3,211
4823,others,1265.0,2.0,68.0,2,211
4824,Kudlu Gate,1215.0,2.0,44.96,2,135
4825,Electronics City Phase 1,1028.0,2.0,51.0,2,67
4826,Hegde Nagar,1835.0,2.0,92.0,3,83
4827,Munnekollal,1800.0,3.0,65.0,3,149
4828,Dasanapura,708.0,2.0,31.15,2,56
4829,Hosakerehalli,925.0,2.0,46.25,2,91
4830,Bannerghatta Road,2826.0,3.0,148.0,3,32
4831,Kanakpura Road,648.5,1.0,33.66,1,115
4832,others,3500.0,4.0,150.0,4,211
4833,others,5400.0,4.0,250.0,4,211
4834,Kadubeesanahalli,1185.0,2.0,55.0,2,104
4835,9th Phase JP Nagar,1900.0,4.0,80.0,4,7
4836,others,660.0,1.0,35.0,1,211
4837,1st Phase JP Nagar,4550.0,2.0,240.0,4,1
4838,Haralur Road,1200.0,2.0,46.0,2,79
4839,Akshaya Nagar,1421.0,2.0,73.0,3,10
4840,6th Phase JP Nagar,1250.0,3.0,48.9,3,4
4841,Whitefield,524.0,1.0,29.0,1,205
4842,Rachenahalli,985.0,2.0,50.17,2,168
4843,others,1140.0,2.0,60.0,2,211
4844,5th Block Hbr Layout,3600.0,5.0,130.0,5,2
4845,Raja Rajeshwari Nagar,1700.0,2.0,86.0,3,169
4846,Devanahalli,1975.0,2.0,62.425,2,58
4847,others,550.0,1.0,27.0,1,211
4848,others,1081.0,2.0,39.0,2,211
4849,Whitefield,2500.0,4.0,100.0,4,205
4850, Devarachikkanahalli,991.0,2.0,40.0,2,0
4851,Subramanyapura,2495.0,3.0,130.0,3,187
4852,Kammasandra,1080.0,2.0,31.99,2,113
4853,Electronic City,1025.0,2.0,50.0,2,65
4854,others,1175.0,2.0,52.86,2,211
4855,KR Puram,1100.0,2.0,45.0,2,103
4856,Banashankari,1450.0,2.0,50.75,2,24
4857,others,1426.0,2.0,71.0,3,211
4858,Electronic City Phase II,650.0,1.0,35.0,1,66
4859,Kaikondrahalli,900.0,2.0,27.0,2,108
4860,Yeshwanthpur,674.0,1.0,36.85,1,210
4861,others,1200.0,2.0,54.0,2,211
4862,Hormavu,1015.0,2.0,39.08,2,89
4863,Budigere,1153.0,2.0,60.0,2,47
4864,Kengeri,1035.0,2.0,51.5,2,123
4865,Uttarahalli,1150.0,2.0,46.0,2,197
4866,others,1350.0,3.0,60.0,3,211
4867,Channasandra,830.0,2.0,36.28,2,50
4868,Vijayanagar,1375.0,2.0,75.0,3,201
4869,Electronic City,1140.0,2.0,33.84,2,65
4870,Hormavu,1550.0,2.0,60.0,3,89
4871,9th Phase JP Nagar,890.0,2.0,45.0,2,7
4872,Rachenahalli,925.0,2.0,37.0,2,168
4873,Kammasandra,1415.0,2.0,60.0,2,113
4874,Thanisandra,1225.0,2.0,37.0,2,191
4875,Hennur Road,2000.0,4.0,90.0,4,85
4876,others,1200.0,1.0,45.0,1,211
4877,Bhoganhalli,1260.0,2.0,69.9,2,39
4878,others,1092.0,2.0,49.0,2,211
4879,others,827.0,2.0,34.0,2,211
4880,TC Palaya,1350.0,1.0,55.0,1,189
4881,Kanakpura Road,700.0,2.0,34.0,2,115
4882,others,800.0,2.0,32.0,2,211
4883,Sonnenahalli,1415.0,2.0,65.0,3,186
4884,Kambipura,883.0,2.0,37.01,2,111
4885,Yelahanka,700.0,1.0,38.0,1,207
4886,Sarjapur,1445.0,3.0,50.0,3,176
4887,Battarahalli,2082.0,3.0,104.0,3,34
4888,Electronic City Phase II,1155.0,2.0,57.0,2,66
4889,others,1055.0,2.0,43.0,2,211
4890,Bellandur,1420.0,3.0,62.0,3,37
4891,KR Puram,1035.0,2.0,40.0,2,103
4892,Yelahanka New Town,488.0,1.0,20.0,1,208
4893,others,2760.0,5.0,140.0,5,211
4894,others,993.0,2.0,42.0,2,211
4895,Hoodi,1225.0,2.0,45.0,2,86
4896,Sompura,825.0,2.0,32.0,2,185
4897,Electronic City Phase II,1800.0,3.0,92.0,3,66
4898,Kanakpura Road,1167.0,2.0,63.0,2,115
4899,Sarjapur,1150.0,2.0,41.0,2,176
4900,Sarjapur  Road,675.0,1.0,27.0,1,177
4901,others,2260.0,3.0,90.0,2,211
4902,others,1050.0,1.0,32.39,1,211
4903,Yelahanka New Town,1100.0,2.0,58.0,2,208
4904,Uttarahalli,1330.0,2.0,58.0,3,197
4905,others,2400.0,5.0,75.0,6,211
4906,Pai Layout,1000.0,2.0,42.0,2,164
4907,Kanakpura Road,1419.59,2.0,65.0,3,115
4908,Horamavu Agara,750.0,2.0,37.49,2,87
4909,Sarjapur  Road,2582.5,2.0,102.92,3,177
4910,Electronic City,1342.0,2.0,72.0,2,65
4911,Kanakapura,938.0,1.0,50.0,1,114
4912,Budigere,1820.0,3.0,99.0,3,47
4913,Kanakpura Road,1665.0,3.0,78.0,3,115
4914,Bommanahalli,1091.0,2.0,40.0,2,43
4915,Brookefield,3675.0,4.0,176.0,4,46
4916,JP Nagar,1060.0,2.0,33.95,2,97
4917,Whitefield,1059.0,2.0,57.0,2,205
4918,Yelahanka,2088.0,5.0,110.0,4,207
4919,Hulimavu,581.0,1.0,29.0,1,94
4920,others,1296.0,2.0,70.0,2,211
4921,others,1125.0,2.0,55.0,2,211
4922,Electronic City,1275.0,3.0,70.0,3,65
4923,Kothanur,1095.0,2.0,55.0,2,133
4924,Marathahalli,1135.0,2.0,60.0,2,146
4925,others,1194.0,2.0,51.0,2,211
4926,Electronic City,770.0,1.0,38.0,2,65
4927,Chikkalasandra,1355.0,3.0,54.2,3,53
4928,Sultan Palaya,1070.0,2.0,49.0,2,188
4929,Ambalipura,1700.0,2.0,76.0,2,11
4930,Yeshwanthpur,1383.0,2.0,76.18,3,210
4931,Hulimavu,935.0,2.0,45.0,2,94
4932,KR Puram,1116.0,2.0,45.0,2,103
4933,others,1300.0,2.0,63.0,2,211
4934,Horamavu Agara,625.0,1.0,27.0,1,87
4935,Ramamurthy Nagar,2316.0,3.0,125.0,3,172
4936,Electronic City,1005.0,2.0,39.77,2,65
4937,Horamavu Agara,1080.0,2.0,38.0,2,87
4938,Vishwapriya Layout,910.0,2.0,36.0,2,203
4939,Electronic City,1110.0,2.0,39.9,2,65
4940,Kothanur,1142.0,2.0,56.0,2,133
4941,AECS Layout,1005.0,2.0,55.0,2,8
4942,Kothanur,1074.0,2.0,54.0,2,133
4943,Electronic City,660.0,1.0,23.0,2,65
4944,others,1007.0,2.0,48.0,2,211
4945,Kasavanhalli,1230.0,2.0,66.25,2,118
4946,Horamavu Agara,1176.0,2.0,37.62,3,87
4947,others,1298.0,2.0,65.0,2,211
4948,Kothanur,1285.0,2.0,60.0,2,133
4949,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2,169
4950,9th Phase JP Nagar,1240.0,2.0,39.89,3,7
4951,Kanakpura Road,1339.0,2.0,63.0,2,115
4952,Raja Rajeshwari Nagar,1250.0,2.0,68.0,2,169
4953,Bisuvanahalli,850.0,2.0,27.0,2,42
4954,Electronic City,1250.0,2.0,62.0,2,65
4955,others,1312.0,2.0,56.5,3,211
4956,Kadugodi,3000.0,4.0,134.0,4,105
4957,Whitefield,1990.0,3.0,98.0,3,205
4958,others,760.0,2.0,38.5,2,211
4959,Kadugodi,1614.0,2.0,59.0,3,105
4960,others,1182.0,2.0,60.1,3,211
4961,others,1053.0,2.0,46.29,2,211
4962,others,1035.0,2.0,52.79,2,211
4963,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3,169
4964,Kasavanhalli,1189.0,2.0,45.0,2,118
4965,Tumkur Road,1035.0,2.0,39.0,2,195
4966,Hennur Road,1200.0,2.0,36.0,2,85
4967,Kaggalipura,1210.0,2.0,65.0,3,107
4968,Chikkalasandra,1350.0,2.0,54.2,3,53
4969,Kaval Byrasandra,1900.0,2.0,65.0,3,121
4970,Varthur,986.0,2.0,30.0,2,198
4971,Chandapura,1345.0,2.0,39.5,3,49
4972,Subramanyapura,929.0,1.0,51.0,2,187
4973,Budigere,1747.0,2.0,56.725,2,47
4974,Electronic City,1020.0,2.0,30.27,2,65
4975,Yeshwanthpur,672.0,1.0,36.85,1,210
4976,others,1250.0,2.0,65.0,2,211
4977,Thanisandra,1188.0,2.0,39.0,2,191
4978,others,1000.0,2.0,35.0,2,211
4979,Babusapalaya,1061.0,2.0,34.0,2,22
4980,KR Puram,1290.0,2.0,69.0,2,103
4981,Sarjapur,1200.0,2.0,42.6,2,176
4982,Bharathi Nagar,1120.0,2.0,39.29,2,38
4983,Electronic City,418.0,1.0,12.0,1,65
4984,Sarjapur,1333.0,3.0,50.0,3,176
4985,Thanisandra,1089.0,1.0,34.355,1,191
4986,Kudlu,1245.0,2.0,60.0,3,134
4987,Gottigere,1110.0,2.0,36.25,2,72
4988,others,967.0,2.0,47.8,2,211
4989,Sarjapur,1044.0,2.0,36.0,2,176
4990,Brookefield,1518.0,3.0,80.0,3,46
4991,KR Puram,1300.0,2.0,57.0,3,103
4992,others,1798.0,3.0,73.0,3,211
4993,KR Puram,866.28,2.0,36.38,2,103
4994,Singasandra,1179.0,2.0,56.0,2,183
4995,Haralur Road,1976.0,3.0,92.0,3,79
4996,5th Phase JP Nagar,1190.0,2.0,61.8,2,3
4997,Jakkur,1761.0,3.0,84.52,3,98
4998,Electronic City,1220.0,2.0,35.25,3,65
4999,others,509.0,1.0,20.0,1,211
5000,Varthur,1045.0,2.0,40.65,2,198
5001,others,1800.0,3.0,82.0,4,211
5002,Hebbal Kempapura,1436.0,2.0,75.0,3,82
5003,others,1397.0,2.0,52.0,3,211
5004,Kothanur,1140.0,2.0,56.0,2,133
5005,Thanisandra,1140.0,2.0,59.0,2,191
5006,Kanakpura Road,1450.0,3.0,60.9,3,115
5007,Kodichikkanahalli,1400.0,3.0,66.0,3,126
5008,others,1339.0,2.0,53.56,2,211
5009,Electronic City,1220.0,2.0,35.23,3,65
5010,others,1305.0,2.0,52.0,2,211
5011,Green Glen Layout,1740.0,3.0,80.0,3,73
5012,Anekal,680.0,1.0,21.0,2,15
5013,Bannerghatta Road,1154.0,2.0,47.0,2,32
5014,Munnekollal,1200.0,2.0,40.0,2,149
5015,Hennur,1155.0,2.0,54.5,2,84
5016,Sarjapur  Road,1525.0,2.0,63.0,3,177
5017,Padmanabhanagar,1100.0,2.0,60.0,2,163
5018,Hormavu,1250.0,2.0,65.0,2,89
5019,Kothanur,1400.0,2.0,70.0,2,133
5020,Electronic City,1060.0,2.0,55.0,2,65
5021,Horamavu Banaswadi,1272.0,2.0,50.0,2,88
5022,Chandapura,1033.0,2.0,30.47,3,49
5023,others,2300.0,2.0,69.0,3,211
5024,others,1235.0,2.0,52.76,2,211
5025,others,850.0,2.0,42.5,2,211
5026,Kenchenahalli,1060.0,2.0,52.0,2,122
5027,others,1150.0,2.0,39.0,2,211
5028,LB Shastri Nagar,1184.0,2.0,62.0,2,138
5029,Yelahanka,1185.0,2.0,45.0,2,207
5030,Kanakpura Road,1300.0,3.0,64.0,3,115
5031,others,1545.0,3.0,65.0,3,211
5032,Jigani,1300.0,3.0,55.0,3,101
5033,JP Nagar,1107.0,2.0,57.0,2,97
5034,Bannerghatta Road,1000.0,2.0,44.5,2,32
5035,Bannerghatta Road,1250.0,2.0,48.0,2,32
5036,Kaggadasapura,2400.0,4.0,130.0,5,106
5037,Kaggadasapura,1485.0,2.0,70.0,3,106
5038,8th Phase JP Nagar,1245.0,2.0,59.0,2,6
5039,others,1050.0,2.0,45.0,2,211
5040,Kengeri Satellite Town,1110.0,2.0,43.0,2,124
5041,Uttarahalli,4500.0,4.0,150.0,4,197
5042,others,1200.0,1.0,42.0,2,211
5043,Jalahalli,1704.0,3.0,94.36,3,99
5044,Electronic City,1000.0,2.0,29.95,2,65
5045,Yelahanka,1517.0,3.0,71.28,3,207
5046,Horamavu Agara,1166.0,2.0,37.29,2,87
5047,5th Phase JP Nagar,4000.0,5.0,170.0,5,3
5048,Whitefield,1345.0,3.0,58.0,3,205
5049,EPIP Zone,3800.0,5.0,170.0,4,64
5050,Chandapura,971.0,2.0,38.0,3,49
5051,EPIP Zone,1810.0,2.0,65.0,2,64
5052,others,1300.0,2.0,58.0,2,211
5053,Thanisandra,1185.0,2.0,45.0,2,191
5054,others,1350.0,2.0,68.0,2,211
5055,Budigere,2345.0,3.0,76.16,3,47
5056,others,1645.0,3.0,87.0,3,211
5057,Kengeri Satellite Town,1170.0,2.0,50.0,2,124
5058,Hulimavu,1320.0,2.0,65.0,3,94
5059,others,2700.0,7.0,110.0,6,211
5060,others,1305.0,2.0,45.68,3,211
5061,Mahadevpura,1500.0,2.0,70.0,3,143
5062,Margondanahalli,1448.0,3.0,70.0,3,147
5063,Sonnenahalli,1268.0,2.0,58.0,2,186
5064,Ramamurthy Nagar,1101.0,2.0,50.0,2,172
5065,others,1255.0,2.0,65.0,2,211
5066,Hosa Road,1089.0,2.0,32.67,2,90
5067,Kaggalipura,950.0,2.0,45.0,2,107
5068,HBR Layout,1068.0,2.0,43.0,2,76
5069,Yelahanka New Town,860.0,1.0,31.0,2,208
5070,Yelahanka,1756.0,3.0,66.73,3,207
5071,Whitefield,1205.0,2.0,41.0,2,205
5072,Hormavu,1604.0,3.0,68.0,3,89
5073,Ananth Nagar,1010.0,2.0,38.0,2,14
5074,Doddakallasandra,1010.0,2.0,41.0,2,61
5075,Yelahanka,1050.0,2.0,33.1,2,207
5076,Bannerghatta Road,1656.0,2.0,62.93,3,32
5077,others,1451.0,3.0,68.0,3,211
5078,others,4395.0,3.0,240.0,3,211
5079,Sonnenahalli,1340.0,2.0,42.0,3,186
5080,others,1100.0,2.0,38.5,2,211
5081, Devarachikkanahalli,1700.0,3.0,71.0,3,0
5082,KR Puram,1096.0,2.0,43.0,2,103
5083,Nehru Nagar,1269.0,2.0,63.0,3,159
5084,Kanakpura Road,1452.0,3.0,56.5,3,115
5085,others,935.0,2.0,40.0,2,211
5086,others,1220.0,2.0,65.0,2,211
5087,Varthur,674.0,1.0,19.9,2,198
5088,Kengeri,410.0,1.0,15.0,1,123
5089,Dodda Nekkundi,1135.0,2.0,58.0,2,59
5090,others,1400.0,2.0,40.43,3,211
5091,others,1200.0,1.0,65.0,1,211
5092,others,1800.0,3.0,95.0,3,211
5093,others,2045.0,3.0,108.0,3,211
5094,Sonnenahalli,1268.0,2.0,56.0,2,186
5095,KR Puram,1204.0,2.0,58.0,2,103
5096,others,1410.0,2.0,54.0,3,211
5097,Hennur Road,1460.0,2.0,80.3,2,85
5098,Dodda Nekkundi,1100.0,2.0,41.18,2,59
5099,others,1250.0,2.0,55.0,2,211
5100,Sarjapur  Road,1665.0,3.0,74.93,3,177
5101,Singasandra,1416.0,2.0,67.0,2,183
5102,Jigani,1231.0,3.0,58.0,3,101
5103,Yelahanka,1664.0,3.0,73.95,3,207
5104,TC Palaya,2000.0,3.0,76.0,3,189
5105,Rajiv Nagar,972.0,2.0,43.0,2,170
5106,Bellandur,1185.0,2.0,47.39,2,37
5107,Green Glen Layout,1750.0,3.0,81.0,3,73
5108,others,1200.0,2.0,54.0,2,211
5109,Horamavu Agara,994.0,2.0,42.28,2,87
5110,Ramamurthy Nagar,1150.0,2.0,40.0,2,172
5111,Thanisandra,1220.0,2.0,46.0,2,191
5112,Tindlu,1370.07,3.0,65.0,3,194
5113,Judicial Layout,900.0,2.0,40.0,2,102
5114,others,418.0,1.0,17.0,1,211
